UF;MUNICIPIO;NOME_MUNICIPIO;COD_ESCOLA;NOME_ESCOLA;REDE;TXAPROV_TOTAL_2017;TXAPROV_SERIE1_2017;TXAPROV_SERIE2_2017;TXAPROV_SERIE3_2017;TXAPROV_SERIE4_2017;P_2017;TXAPROV_TOTAL_2019;TXAPROV_SERIE1_2019;TXAPROV_SERIE2_2019;TXAPROV_SERIE3_2019;TXAPROV_SERIE4_2019;P_2019;SAEB_MAT_2017;SAEB_PORT_2017;N_2017;SAEB_MAT_2019;SAEB_PORT_2019;N_2019;IDEB_2017;IDEB_2019
BA;2927408;Salvador;29191173;EE - COLEGIO ESTADUAL YEDA BARRADAS CARNEIRO - TEMPO INTEGRAL;Estadual;78;61.7;80;88.1;NA;0.74891;80.4;72.2;79.1;94;NA;0.807952;ND;ND;NA;263.13;258.59;4.256268;NA;3.4
BA;2927408;Salvador;29191190;EE - CENTRO EST DE ED PROFISSIONAL EM SAUDE E TECNOLOGIA DA INFORMACAO CARLOS CORREA DE MENEZES SANT;Estadual;58.7;55.6;63.5;81;36.4;0.543834;93.5;89.1;100;94.4;93.8;0.941674;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29191211;EE - COLEGIO ESTADUAL DE APLICACAO ANISIO TEIXEIRA;Estadual;79.2;78.3;82.3;76.9;71.9;0.771692;77.7;74.6;81.1;77.5;83.9;0.791179;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29191270;EE - COLEGIO ESTADUAL BENTO GONCALVES;Estadual;43.4;29.1;58.2;81.1;NA;0.469654;79.9;75;76;88.9;NA;0.794916;215.16;215.5;2.937472;ND;ND;NA;1.4;NA
BA;2927408;Salvador;29191335;EE - COLEGIO ESTADUAL BATISTA NEVES;Estadual;43.2;17.3;47.4;67.3;NA;0.319968;79;NA;83.3;75;NA;0.789324;ND;ND;NA;209.32;215.5;2.85545;NA;2.3
BA;2927408;Salvador;29191343;EE - COLEGIO ESTADUAL PROFESSOR ROMULO ALMEIDA;Estadual;71.2;67.8;68.4;79.6;NA;0.715445;77.4;73.2;74.1;85.2;NA;0.771336;ND;ND;NA;270.2;273.59;4.580117;NA;3.5
BA;2927408;Salvador;29191378;EE - COLEGIO ESTADUAL DEPUTADO LUIS EDUARDO MAGALHAES;Estadual;52.6;43;50.5;71;NA;0.525005;68.4;52.5;64.9;89.7;NA;0.657834;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29191661;EE - COLEGIO ESTADUAL BARROS BARRETO;Estadual;70.1;67.8;78.8;64.6;NA;0.698983;73.3;72.4;75.3;71.9;NA;0.731697;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29191840;EE - COLEGIO ESTADUAL EDVALDO BRANDAO CORREIA;Estadual;72.8;62.8;75.5;84.9;82.9;0.754576;73.9;60.3;79.9;88.4;81.5;0.759279;ND;ND;NA;275.54;290.37;4.906314;NA;3.7
BA;2927408;Salvador;29191920;EE - COLEGIO ESTADUAL ERALDO TINOCO;Estadual;77.3;75.3;76.7;80.9;NA;0.775615;76;71;76.5;81.5;NA;0.760913;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29192013;EE - COLEGIO ESTADUAL ANA BERNARDES;Estadual;67.7;55.7;73.7;80.3;NA;0.682204;73.1;66.2;75.1;79.7;NA;0.732272;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29192021;EE - COLEGIO ESTADUAL LUIZ JOSE DE OLIVEIRA;Estadual;41.7;32.1;35.5;87.5;NA;0.424027;77.1;66.7;85.4;100;NA;0.817392;254.74;247.82;3.977203;249.55;262.46;4.123472;1.7;3.4
BA;2927408;Salvador;29192030;EE - COLEGIO ESTADUAL MINISTRO ALIOMAR BALEEIRO;Estadual;61.8;46.7;63.9;81.3;NA;0.607744;61.8;49.3;64.4;81;NA;0.622955;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29192064;EE - COLEGIO ESTADUAL EDSON TENORIO DE ALBUQUERQUE;Estadual;59.3;47.2;63.6;68.3;NA;0.581948;67.4;58.5;71.6;94;NA;0.719445;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29192080;EE - COLEGIO ESTADUAL PROFESSORA MARIA ANITA;Estadual;78.1;67.6;79.3;91.7;NA;0.783119;84.8;77.2;93;90;NA;0.861644;ND;ND;NA;274.04;286.82;4.832103;NA;4.2
BA;2927408;Salvador;29192129;EE - COLEGIO ESTADUAL BOLIVAR SANTANA;Estadual;79.2;68.7;88;92.2;NA;0.815979;75.2;59.4;80.9;89.2;NA;0.742451;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29192137;EE - COLEGIO ESTADUAL DINAH GONCALVES;Estadual;85;76.6;93.7;88.5;NA;0.856491;87.3;91.9;76.9;90.2;NA;0.857835;ND;ND;NA;232.32;252.4;3.730879;NA;3.2
BA;2927408;Salvador;29192153;EE - COLEGIO ESTADUAL PROFESSOR NELSON BARROS;Estadual;69.8;48.5;96.4;86.8;NA;0.705671;77.6;70.5;80;91.1;NA;0.796573;ND;ND;NA;262.67;260.67;4.280945;NA;3.4
BA;2927408;Salvador;29192170;EE - COLEGIO ESTADUAL NORMA RIBEIRO - TEMPO INTEGRAL;Estadual;62.9;43.8;72.2;94.6;NA;0.63489;55.4;41.9;67.7;67.3;NA;0.560787;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29192188;EE - COLEGIO ESTADUAL CELIA MATA PIRES;Estadual;NA;NA;NA;NA;NA;NA;71.5;74.4;61.1;80;NA;0.709095;NA;NA;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29192277;EE - COLEGIO ESTADUAL DONA MORA GUIMARAES;Estadual;70.6;54.2;75.9;84.9;NA;0.691181;73.4;70.1;73.6;76.6;NA;0.733369;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29192285;EE - COLEGIO ESTADUAL JOSE TOBIAS NETO;Estadual;80.5;60.7;95;96.9;NA;0.803843;NA;NA;NA;NA;NA;NA;ND;ND;NA;NA;NA;NA;NA;NA
BA;2927408;Salvador;29192293;EE - COLEGIO ESTADUAL HEITOR VILLA LOBOS;Estadual;63.7;50.9;74;86.7;NA;0.671232;78;73.1;83.3;84.8;NA;0.800488;ND;ND;NA;273.06;271.32;4.586303;NA;3.7
BA;2927408;Salvador;29192307;EE - COLEGIO ESTADUAL HELENA MAGALHAES;Estadual;76.4;68;77.9;89.4;NA;0.774623;87.2;82.9;87;92;NA;0.871421;ND;ND;NA;253.97;265.34;4.228664;NA;3.7
BA;2927408;Salvador;29192331;EE - COLEGIO ESTADUAL PROFESSORA MARILEINE DA SILVA - ANTIGA UEE MARCIA MECCIA;Estadual;64.9;56.9;73.2;70.5;NA;0.660498;59.3;57.5;59.1;61.7;NA;0.593833;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29192617;EE - COLEGIO ESTADUAL GENERAL DIONISIO CERQUEIRA;Estadual;56.7;47.4;60;92.3;NA;0.61731;75;NA;66.7;88.2;NA;0.759579;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29192650;EE - COLEGIO ESTADUAL PROFESSORA GEORGINA RAMOS DA SILVA;Estadual;66.3;59.7;62.3;82.5;NA;0.667809;76.1;70.8;78.4;82.1;NA;0.768056;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29192684;EE - COLEGIO ESTADUAL PRESIDENTE GETULIO VARGAS;Estadual;NA;NA;NA;NA;NA;NA;59.4;58.3;49.1;71.7;NA;0.582906;NA;NA;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29192790;EE - COLEGIO ESTADUAL HENRIQUETA MARTINS CATHARINO;Estadual;58;43.8;73.2;59.5;NA;0.562863;80.7;82.1;70.8;84.6;NA;0.786887;ND;ND;NA;250.34;247.37;3.908669;NA;3.1
BA;2927408;Salvador;29192889;EE - COLEGIO ESTADUAL DOIS DE JULHO;Estadual;65.6;55.1;70.2;79.4;NA;0.66684;71;60.5;74.9;85.8;NA;0.722281;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29193095;EE - COLEGIO ESTADUAL JOAO CARIBE;Estadual;79.2;80;84.1;73.3;NA;0.788785;85.1;81.4;83.7;91.8;NA;0.854076;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29193567;EE - COLEGIO ESTADUAL MARIA AMELIA SANTOS;Estadual;74;70.1;71.4;82.6;NA;0.742989;76.6;65.7;92.3;80;NA;0.77811;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29193966;EE - COLEGIO ESTADUAL MONSENHOR MANOEL BARBOSA;Estadual;63.2;51.9;68.4;73.4;NA;0.631424;77.7;67.3;89.8;84.3;NA;0.792454;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29194750;EE - COLEGIO ESTADUAL NOSSA SENHORA DE FATIMA;Estadual;77.6;63.9;79.5;97.4;NA;0.779322;76.6;63;84.9;97.7;NA;0.791828;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29195608;COLEGIO RAMO DA VIDEIRA;Privada;99.3;98.1;100;100;NA;0.993585;NA;NA;NA;NA;NA;NA;280.19;295.91;5.054557;NA;NA;NA;5;NA
BA;2927408;Salvador;29196434;EE - CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL EM CONTROLE E PROCESSOS INDUSTRIAIS NEWTON SUCUPIRA;Estadual;71.9;52.9;70.5;76.7;82.5;0.686731;65.8;61.3;80.4;78.9;49.3;0.648201;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29196442;IFBA - CAMPUS SALVADOR;Federal;92.8;87.8;95.9;95.7;97.6;0.940905;96.5;98.8;98.5;98.2;90.9;0.964829;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29198780;EE - COLEGIO ESTADUAL PROFESSOR DORIVAL PASSOS - TEMPO INTEGRAL;Estadual;82;79.7;83.1;82.9;NA;0.8187;90.7;88.5;84.7;98.2;NA;0.901196;249.67;239.3;3.778451;243.66;253.96;3.913502;3.1;3.5
BA;2927408;Salvador;29199026;EE - COLEGIO ESTADUAL PAULO AMERICO DE OLIVEIRA;Estadual;83.7;77;90.6;88.7;NA;0.849895;72;63.5;74.6;80.6;NA;0.721851;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29199387;EE - CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL FORMACAO E EVENTOS ISAIAS ALVES;Estadual;54.4;48.4;63.5;51.6;66;0.563852;67.5;57.7;85;73.8;71.9;0.707288;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29199930;EE - COLEGIO ESTADUAL MONTEIRO LOBATO;Estadual;60.9;50.3;68.9;69.7;NA;0.615489;82.2;81.8;87.1;77.7;NA;0.82021;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29200024;EE - COLEGIO ESTADUAL RAYMUNDO DE ALMEIDA GOUVEIA;Estadual;57.2;45.3;63.5;72.6;NA;0.581427;62.5;47.5;70.6;83;NA;0.634717;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29200075;EE - COLEGIO ESTADUAL SARA VIOLETA DE MELLO KERTESZ;Estadual;68.7;64.7;64.8;84.2;NA;0.701516;65.3;51.6;69.3;88.8;NA;0.665615;ND;ND;NA;256.12;257.37;4.13955;NA;2.8
BA;2927408;Salvador;29336473;EE - COLEGIO ESTADUAL PROFESSOR CARLOS ALBERTO CERQUEIRA;Estadual;75.6;62;81.6;87.8;NA;0.754272;79.4;63.3;85.6;91.4;NA;0.780824;230.17;236.82;3.467449;244.19;251.98;3.891305;2.6;3
BA;2927408;Salvador;29336627;EE - COLEGIO ESTADUAL DAVID MENDES PEREIRA;Estadual;69.9;61.5;68.6;83.5;NA;0.700714;71.7;64.9;68.4;84.2;NA;0.71591;ND;ND;NA;257.87;265.86;4.291224;NA;3.1
BA;2927408;Salvador;29336708;EE - COLEGIO ESTADUAL EDUARDO BAHIANA;Estadual;73.4;64.6;79.2;86.2;NA;0.755533;77.3;72.1;76.5;90.8;NA;0.790415;263.57;278.58;4.561699;257.93;271;4.369013;3.4;3.5
BA;2927408;Salvador;29343160;EE - COLEGIO ESTADUAL PROFESSOR CARLOS BARROS;Estadual;56.5;52;51.6;68;NA;0.562678;69.1;64.7;65.1;81;NA;0.695046;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29343410;COLEGIO ACADEMICO III;Privada;87.9;79.1;84.2;98.8;NA;0.866047;NA;NA;NA;NA;NA;NA;ND;ND;NA;NA;NA;NA;NA;NA
BA;2927408;Salvador;29357829;EE - COLEGIO ESTADUAL DALVA MATOS - TEMPO INTEGRAL;Estadual;65.1;58.9;63.4;74.6;NA;0.649975;87.5;NA;NA;87.5;NA;875;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29357861;EE - COLEGIO ESTADUAL THALES DE AZEVEDO;Estadual;71.6;58.2;70.3;87.4;NA;0.700141;67.7;49.3;62.1;86;NA;0.624806;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29357896;EE - COLEGIO ESTADUAL CPM LUIZ TARQUINIO;Estadual;80.6;70.7;77.3;96.2;NA;0.800515;86.7;78.7;83.9;97.9;NA;0.861081;296.05;290.2;5.191831;301.33;293.52;5.315689;4.2;4.6
BA;2927408;Salvador;29360960;EE - COLEGIO ESTADUAL RAYMUNDO MATTA;Estadual;52.5;39.6;67.8;65.7;NA;0.543257;66.7;49.3;76;75;NA;0.641365;ND;ND;NA;262.3;269.66;4.410329;NA;2.8
BA;2927408;Salvador;29382017;EE - COLEGIO ESTADUAL OLIVEIRA BRITO - TEMPO INTEGRAL;Estadual;65.4;52.9;66.7;80.2;NA;0.647041;78.2;71.8;75;86.5;NA;0.772766;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29386535;EE - COLEGIO ESTADUAL LINDENBERGUE CARDOSO;Estadual;88.5;79.2;95.5;93.9;NA;0.888965;96.2;NA;95.5;97.1;NA;0.962934;ND;ND;NA;238.57;257.06;3.88842;NA;3.7
BA;2927408;Salvador;29386543;EE - COLEGIO ESTADUAL JOSE AUGUSTO TOURINHO DANTAS;Estadual;64.1;58.3;61.7;82.2;NA;0.65897;78.6;64.5;91.6;88.4;NA;0.795057;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29392861;EE - COLEGIO MODELO LUIS EDUARDO MAGALHAES;Estadual;79.9;69.2;85.3;90.1;NA;0.804873;81.8;70.7;86.5;89.2;NA;0.812662;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29393140;COLEGIO ADVENTISTA DA LIBERDADE;Privada;96.5;89.2;100;100;NA;0.961207;NA;NA;NA;NA;NA;NA;282.27;284.23;4.908921;NA;NA;NA;4.7;NA
BA;2927408;Salvador;29404240;EE - COLEGIO ESTADUAL PROFESSORA MARIA ODETTE PITHON RAYNAL;Estadual;53.6;47.5;59.4;61.4;NA;0.553768;33;18.9;28.9;59.3;NA;0.287424;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29404266;EE - COLEGIO ESTADUAL SETE DE SETEMBRO;Estadual;NA;NA;NA;NA;NA;NA;80;70.1;84.7;91.1;NA;0.809746;NA;NA;NA;240.66;245.29;3.741576;NA;3
BA;2927408;Salvador;29404274;EE - COLEGIO ESTADUAL PROFESSORA NOEMIA REGO;Estadual;61.6;51;67.5;61.2;90.8;0.647503;69.4;53.6;75.5;85;93.5;0.735813;ND;ND;NA;247.8;255.81;3.999342;NA;2.9
BA;2927408;Salvador;29404282;EE - COLEGIO ESTADUAL DE PRAIA GRANDE;Estadual;69;53.6;82.3;75.7;NA;0.681548;81.8;73.3;92.4;87.2;NA;0.834888;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29404290;EE - COLEGIO ESTADUAL PROFESSOR JOSE BARRETO DE ARAUJO BASTOS;Estadual;59.6;49.7;69.2;64.5;NA;0.599096;63.4;50.6;70.6;65.4;NA;0.609537;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29404304;EE - COLEGIO ESTADUAL FILADELFIA;Estadual;NA;NA;NA;NA;NA;NA;81.9;77.9;94.1;79.3;NA;0.831617;NA;NA;NA;259.3;275.36;4.453524;NA;3.7
BA;2927408;Salvador;29404320;EE - COLEGIO ESTADUAL PROFESSOR FELIPE BUSQUET ANGLADA;Estadual;64.1;55.7;75.2;68.3;NA;0.653702;NA;NA;NA;NA;NA;NA;ND;ND;NA;NA;NA;NA;NA;NA
BA;2927408;Salvador;29404339;EE - COLEGIO ESTADUAL PROFESSORA MARIA DE LOURDES PARADA FRANCH;Estadual;70.1;62.4;69.5;82.1;NA;0.704318;63.4;46.6;69.2;78;NA;0.61563;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29404371;EE - COLEGIO ESTADUAL PROFESSOR ARISTIDES DE SOUZA OLIVEIRA;Estadual;71.4;60.9;71.4;97.3;NA;0.737038;77;69;88.6;88.2;NA;0.808248;228.32;220.2;3.192663;252.73;277.27;4.389841;2.4;3.5
BA;2927408;Salvador;29404762;EE - COLEGIO ESTADUAL 15 DE NOVEMBRO;Estadual;80.1;77.7;72.7;96.3;NA;0.810605;92.9;90.1;95.4;96.2;NA;0.938205;ND;ND;NA;250.67;267.94;4.221238;NA;4
BA;2927408;Salvador;29404991;EE - COLEGIO ESTADUAL 29 DE MARCO;Estadual;60.1;46.8;72;67.1;NA;0.598092;NA;NA;NA;NA;NA;NA;ND;ND;NA;NA;NA;NA;NA;NA
BA;2927408;Salvador;29411491;EE - COLEGIO ESTADUAL PROFESSORA MARIA BERNADETE BRANDAO;Estadual;67.2;62.8;63.8;80;NA;0.68031;81;80.8;74.6;89;NA;0.810438;ND;ND;NA;255.29;255.72;4.103192;NA;3.3
BA;2927408;Salvador;29414903;EE - COLEGIO ESTADUAL DE PLATAFORMA;Estadual;66.9;47.5;82.9;85;NA;0.668448;79.3;NA;70.8;94.1;NA;0.808039;ND;ND;NA;258.55;274.08;4.423828;NA;3.6
BA;2927408;Salvador;29422256;VITORIA-REGIA CENTRO EDUCACIONAL;Privada;96;91.4;95.7;100;NA;0.955711;NA;NA;NA;NA;NA;NA;336.45;325.45;6.286942;NA;NA;NA;6;NA
BA;2927408;Salvador;29422272;CENTRO EDUCACIONAL VILLA LOBOS;Privada;92.1;89.8;88;100;NA;0.923091;NA;NA;NA;NA;NA;NA;381.51;354;7.347202;NA;NA;NA;6.8;NA
BA;2927408;Salvador;29427347;COLEGIO ADVENTISTA DE CASTELO BRANCO;Privada;95.5;93.5;95.9;98.3;NA;0.958599;NA;NA;NA;NA;NA;NA;299.62;298.14;5.360834;NA;NA;NA;5.1;NA
BA;2927408;Salvador;29427428;EE - COLEGIO ESTADUAL DE PAU DA LIMA;Estadual;63.8;54.6;66.7;78.4;NA;0.651287;71.7;60.4;77.1;87.3;NA;0.732043;ND;ND;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29428181;EE - COLEGIO ESTADUAL LANDULFO ALVES;Estadual;67.1;NA;NA;67.1;NA;671;NA;NA;NA;NA;NA;NA;ND;ND;NA;NA;NA;NA;NA;NA
BA;2927408;Salvador;29436877;EE - COLEGIO ESTADUAL SATELITE;Estadual;90.2;78.9;95.8;100;NA;0.905997;92.6;87.5;92;100;NA;0.928846;249.06;259.38;4.070482;252.06;278.69;4.401689;3.7;4.1
BA;2927408;Salvador;29437377;EE - COLEGIO DA POLICIA MILITAR - UNIDADE II CPM LOBATO;Estadual;89.7;84.3;91.9;96.7;NA;0.906754;92.2;92.1;89.2;97.5;NA;0.928076;ND;ND;NA;318.13;317.52;5.910926;NA;5.5
BA;2927408;Salvador;29437598;EE - COLEGIO ESTADUAL SAO DANIEL COMBONI;Estadual;72.1;67.7;71.7;79.9;NA;0.72756;NA;NA;NA;NA;NA;NA;ND;ND;NA;NA;NA;NA;NA;NA
BA;2927408;Salvador;29438934;EE - COLEGIO ESTADUAL MESTRE PAULO DOS ANJOS;Estadual;71.7;64.9;68.2;87.1;NA;0.721985;66.9;55.9;68.5;91;NA;0.690026;248.47;245.66;3.856806;ND;ND;NA;2.8;NA
BA;2927408;Salvador;29441676;COLEGIO AUGUSTO COMTE;Privada;97.8;100;95.6;100;NA;0.98489;NA;NA;NA;NA;NA;NA;273.84;267.1;4.534085;NA;NA;NA;4.5;NA
BA;2927408;Salvador;29444667;EE - COLEGIO ESTADUAL ANA CRISTINA PRAZERES MATA PIRES;Estadual;59.6;55.1;63.4;63.6;NA;0.604291;73.5;62.4;68.2;96.2;NA;0.730222;ND;ND;NA;233.45;250.74;3.721899;NA;2.7
BA;2927408;Salvador;29446767;ESCOLA BAHIANA DE CIENCIA E TECNOLOGIA;Privada;97.7;95.1;99;98.3;NA;0.974368;NA;NA;NA;NA;NA;NA;292.24;289.64;5.129937;NA;NA;NA;5;NA
BA;2927408;Salvador;29447151;EE - CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL EM MUSICA;Estadual;NA;NA;NA;NA;NA;NA;94.4;NA;87.5;100;NA;0.933333;NA;NA;NA;280.03;308.68;5.243478;NA;4.9
BA;2927408;Salvador;29449723;COLEGIO YOLANDA ROCHA;Privada;100;100;100;100;NA;1;NA;NA;NA;NA;NA;NA;291.19;312.31;5.454561;NA;NA;NA;5.5;NA
BA;2927408;Salvador;29459230;DP - TREINAMENTO E SERVICOS EDUCACIONAIS EIRELI;Privada;93.1;93.9;89.2;96.7;NA;0.931629;NA;NA;NA;NA;NA;NA;348.15;335.67;6.604261;NA;NA;NA;6.2;NA
BA;2927408;Salvador;29459583;EE - CENTRO NOTURNO DE EDUCACAO DA BAHIA-CENEB JUNOT SILVEIRA;Estadual;48.8;32.4;36.8;74.2;NA;0.419491;NA;NA;NA;NA;NA;NA;ND;ND;NA;NA;NA;NA;NA;NA
BA;2927408;Salvador;29464366;EE - CENTRO NOTURNO DE EDUCACAO DA BAHIA-CENEB MARIA FELIPA DE OLIVEIRA;Estadual;41.1;23.8;44.4;58.8;NA;0.36789;NA;NA;NA;NA;NA;NA;ND;ND;NA;NA;NA;NA;NA;NA
BA;2927408;Salvador;29464420;EE - CENTRO NOTURNO DE EDUCACAO DA BAHIA-CENEB MARIA QUITERIA;Estadual;50.6;23.4;48.8;77.4;NA;0.393976;NA;NA;NA;NA;NA;NA;227.94;219.77;3.180889;NA;NA;NA;1.3;NA
BA;2927408;Salvador;29467934;EE - COLEGIO ESTADUAL DE NOVA ESPERANCA;Estadual;NA;NA;NA;NA;NA;NA;90.2;94.3;87.5;87.9;NA;0.897946;NA;NA;NA;ND;ND;NA;NA;NA
BA;2927408;Salvador;29999740;UNIDADE SESI PIATA;Privada;93.3;90.5;95.5;93.8;NA;0.932201;NA;NA;NA;NA;NA;NA;295.26;294.22;5.240915;NA;NA;NA;4.9;NA
